video_id,title,channel,published_at,view_count,like_count,comment_count
j2qUj7a0ja8,Dhruv Rathee Speech at 1Billion Summit in Dubai | AI Fiesta,AI Fiesta,2026-01-30T15:16:49Z,1037062,36623,1753
